[27, 120, 28]
[26, 118, 27]
[27, 118, 27]
[26, 119, 28]
[26, 119, 27]
[27, 119, 27]
[27, 120, 28]
[27, 121, 29]
[26, 119, 28]
[27, 119, 28]
[26, 118, 27]
