[26, 45, 57]
[27, 46, 58]
[26, 44, 57]
[27, 46, 58]
[26, 44, 56]
[28, 47, 59]
[27, 46, 58]
[25, 44, 56]
[27, 45, 57]
[27, 46, 57]
[27, 46, 58]
