[211, 18, 15]
[209, 18, 15]
[243, 23, 17]
[246, 25, 19]
[247, 24, 18]
[247, 24, 18]
[248, 24, 19]
[250, 24, 18]
[253, 26, 19]
[253, 26, 20]
[254, 26, 19]
[254, 26, 19]
[254, 26, 19]
[253, 26, 19]
